# 30/12/2022 11:36:54 AM: Prices - EPEX Spot Market Auction - germany_luxembourg - Currency: EUR
Delivery day,Hour 1,Hour 2,Hour 3A,Hour 3B,Hour 4,Hour 5,Hour 6,Hour 7,Hour 8,Hour 9,Hour 10,Hour 11,Hour 12,Hour 13,Hour 14,Hour 15,Hour 16,Hour 17,Hour 18,Hour 19,Hour 20,Hour 21,Hour 22,Hour 23,Hour 24,Minimum,Maximum,Middle-Night,Early Morning,Late Morning,Early Afternoon,Rush Hour,Off-Peak 2,Baseload,Peakload,Night,Off-Peak 1,Business,Offpeak,Morning,High Noon,Afternoon,Evening,Sunpeak
07/06/2022,163.72,154.34,150.61,,145.72,146.88,154.33,175.70,216.93,220.12,210.99,191.00,173.32,168.70,168.70,165.52,163.87,164.07,173.10,200.00,218.04,227.46,228.81,220.26,210.97,145.72,228.81,153.60,173.46,198.86,166.70,188.80,221.88,183.88,184.79,152.60,163.53,182.78,182.98,205.94,175.43,166.64,217.59,171.85
06/06/2022,103.40,90.86,82.07,,88.02,85.05,88.08,90.06,94.22,84.05,57.05,30.00,11.06,0.10,-0.08,-0.59,-0.01,0.81,82.06,169.55,200.00,214.97,214.04,217.42,189.70,-0.59,217.42,91.09,89.35,45.54,-0.15,113.11,209.03,91.33,52.83,89.58,90.22,22.70,129.82,81.35,10.27,20.57,200.95,6.75
05/06/2022,165.52,157.23,149.57,,136.88,136.04,128.04,127.27,133.65,136.28,142.65,141.36,143.62,132.50,90.36,98.31,121.95,132.03,150.02,163.03,168.80,169.44,166.36,169.22,137.74,90.36,169.44,152.30,131.25,140.98,110.78,153.47,160.69,141.58,135.08,145.55,141.78,125.88,148.08,134.96,126.96,125.58,162.43,121.35
04/06/2022,175.81,167.97,166.92,,157.05,155.50,156.01,159.80,169.86,180.00,178.50,163.33,139.98,135.14,114.28,94.86,118.99,141.42,158.92,179.83,199.03,209.24,198.98,199.06,179.36,94.86,209.24,166.94,160.29,165.45,115.82,169.80,196.66,162.49,150.36,163.21,163.62,140.64,174.63,172.04,138.18,128.55,194.25,127.76
03/06/2022,177.61,163.13,157.41,,159.62,161.70,169.94,209.83,225.11,217.18,197.12,179.97,161.85,161.67,150.23,151.96,155.14,163.09,195.41,216.31,225.00,221.83,212.86,211.96,183.16,150.23,225.11,164.44,191.65,189.03,154.75,199.95,207.45,184.55,181.24,164.90,178.04,171.89,187.85,212.31,163.43,166.40,211.85,160.14
02/06/2022,191.00,175.04,169.33,,161.96,165.05,171.70,209.65,223.10,218.13,190.26,173.81,167.50,162.51,152.80,150.40,154.80,164.86,174.74,218.05,230.65,238.97,228.94,229.78,209.87,150.40,238.97,174.33,192.38,187.43,155.13,197.08,226.89,188.87,179.88,172.35,183.35,171.28,197.87,210.29,164.16,161.20,226.04,160.30
01/06/2022,220.00,207.45,199.09,,182.53,182.28,198.95,230.00,249.68,246.36,228.82,211.80,206.60,189.77,184.86,184.86,180.04,181.60,199.71,229.92,251.98,257.71,262.60,250.00,230.33,180.04,262.60,202.27,215.23,223.40,184.88,215.80,250.16,215.29,208.03,198.38,208.75,204.14,222.55,238.72,198.26,186.55,247.09,192.99
31/05/2022,200.91,183.00,179.62,,177.02,180.01,195.99,228.68,247.77,243.14,225.90,200.63,193.91,192.27,184.07,182.54,182.08,182.38,200.00,234.97,255.02,258.67,247.51,240.01,227.98,177.02,258.67,185.14,213.11,215.90,185.24,218.09,243.54,210.17,206.41,186.09,199.13,200.57,213.93,236.37,192.72,186.75,244.03,189.25
30/05/2022,203.90,194.72,192.65,,184.50,182.92,195.74,230.68,257.95,260.27,232.92,230.00,229.77,215.00,207.50,201.28,202.29,210.90,225.70,241.36,291.14,295.00,266.46,243.68,227.50,182.92,295.00,193.94,216.82,238.24,206.52,242.28,258.16,225.99,229.01,192.41,205.38,222.38,222.98,245.46,220.57,210.04,260.86,214.31
29/05/2022,162.11,141.28,140.79,,138.37,140.04,141.32,133.80,138.37,140.15,140.08,140.00,145.06,141.00,133.49,123.78,121.59,120.00,150.00,179.56,201.38,214.94,224.97,225.00,214.96,120.00,225.00,145.64,138.38,141.32,129.97,162.74,219.97,156.34,144.67,143.99,142.01,135.64,168.00,138.10,139.89,128.84,210.14,134.15
28/05/2022,9.79,8.11,3.78,,2.73,2.99,1.93,2.97,1.96,0.59,0.02,-0.05,-0.28,-1.36,-13.85,-10.01,-3.15,-0.03,12.56,79.44,135.46,158.33,164.37,170.00,158.08,-13.85,170.00,6.10,2.46,0.07,-7.09,56.86,162.70,36.85,16.61,4.89,4.28,-3.51,57.09,1.39,-3.89,-0.16,144.28,-4.78
27/05/2022,77.15,56.99,50.06,,50.02,76.43,90.90,112.28,138.59,76.44,44.31,3.01,0.06,0.03,-0.10,-10.80,-7.36,-0.04,0.10,7.11,51.65,75.97,77.12,75.96,76.49,-10.80,138.59,58.56,104.55,30.96,-4.56,14.71,76.39,46.77,13.70,66.93,81.55,13.20,79.83,92.91,0.75,-4.53,60.72,-2.53
26/05/2022,132.39,82.68,82.19,,77.02,84.73,84.80,77.09,77.04,51.85,7.37,1.96,0.07,0.00,-0.08,-4.40,-1.36,0.01,9.29,113.27,154.12,168.09,162.26,159.17,110.82,-4.40,168.09,93.57,80.92,15.31,-1.46,69.17,150.09,67.93,27.68,90.64,87.24,6.93,108.19,53.34,0.49,0.89,144.62,-0.64
25/05/2022,190.73,180.06,170.51,,167.92,169.90,178.14,211.11,230.00,227.88,207.21,174.26,168.98,161.83,145.17,137.78,124.06,124.08,151.69,166.32,192.77,210.13,211.95,192.26,165.17,124.06,230.00,177.31,197.29,194.58,142.21,158.72,194.88,177.50,165.17,176.21,187.30,168.40,189.82,219.05,162.56,134.40,189.77,152.01
24/05/2022,92.07,82.85,81.77,,96.24,107.40,155.95,188.91,210.29,209.14,193.00,180.05,163.36,150.50,137.56,124.50,149.99,162.47,171.43,198.38,212.98,219.99,220.30,211.91,189.64,81.77,220.30,88.23,165.64,186.39,140.64,186.32,210.46,162.95,171.11,102.71,126.94,163.51,154.78,200.34,157.87,152.10,208.87,150.99
23/05/2022,175.89,164.57,158.75,,155.07,158.20,172.54,202.70,224.96,230.02,220.97,217.19,202.68,188.88,171.73,171.63,170.88,175.25,197.10,214.03,214.94,210.07,190.00,179.91,147.35,147.35,230.02,163.57,189.60,217.72,175.78,200.33,181.83,188.14,197.94,164.17,176.59,196.75,178.33,219.66,195.12,178.72,192.72,187.17
22/05/2022,186.58,179.40,172.50,,170.00,171.00,169.91,166.96,166.88,160.00,149.96,138.29,138.25,136.95,109.92,101.40,103.70,133.19,156.62,195.29,213.37,225.55,227.90,219.91,191.24,101.40,227.90,177.12,168.69,146.63,112.99,174.62,216.15,166.03,144.75,174.90,172.90,129.81,187.32,160.95,130.85,123.73,212.21,121.42
21/05/2022,134.15,125.30,96.29,,94.66,91.76,90.01,105.14,118.90,110.80,83.93,74.99,14.19,0.48,-0.06,-0.09,0.01,11.01,81.49,161.27,201.00,219.32,228.11,223.85,214.18,-0.09,228.11,112.60,101.45,70.98,0.09,113.69,221.37,103.36,61.59,105.36,107.03,35.53,145.14,104.69,22.40,23.11,207.96,14.92
20/05/2022,211.10,195.98,189.56,,188.00,189.56,208.62,237.24,263.32,250.00,224.00,204.97,201.60,197.40,190.07,185.33,189.26,190.00,216.30,227.70,230.99,231.03,218.03,205.27,176.30,176.30,263.32,196.16,224.69,220.14,190.52,216.25,207.66,209.23,208.97,197.14,210.42,205.33,209.50,243.64,198.51,195.22,214.89,194.77
19/05/2022,196.96,185.01,179.94,,176.27,177.98,185.06,222.33,250.04,249.31,229.93,198.22,183.99,182.96,180.80,176.20,185.09,198.96,224.02,232.99,269.27,273.40,253.00,234.38,213.31,176.20,273.40,184.55,208.85,215.36,181.26,231.31,243.52,210.81,209.31,183.54,196.70,198.31,212.31,237.90,186.49,196.07,246.06,184.54
18/05/2022,206.47,187.89,176.23,,170.98,173.48,179.61,219.95,247.60,241.29,211.07,179.17,174.90,179.94,177.03,176.71,178.90,194.94,216.84,241.20,286.99,280.00,245.88,225.73,194.47,170.98,286.99,185.39,205.16,201.61,178.15,234.99,236.52,206.97,204.92,182.44,195.28,189.88,209.02,229.98,177.76,191.85,245.71,177.78
17/05/2022,203.39,195.94,189.10,,185.05,189.20,202.24,236.70,264.89,274.17,244.91,231.99,216.29,208.09,197.46,189.24,187.97,204.12,237.13,251.82,290.00,298.21,265.88,245.46,208.73,185.05,298.21,193.37,223.26,241.84,195.69,245.77,254.57,225.75,227.77,194.15,208.31,218.77,223.73,255.17,213.46,204.62,260.02,205.17
16/05/2022,180.18,169.06,169.13,,169.89,169.53,182.04,229.95,248.08,251.09,231.08,210.62,199.68,185.34,182.33,185.39,186.26,203.27,219.17,245.74,276.31,275.36,259.90,240.20,208.38,169.06,276.31,172.07,207.40,223.12,184.83,236.12,245.96,211.58,214.69,173.31,189.73,203.97,208.48,240.05,194.49,198.52,250.98,191.60
15/05/2022,214.91,196.35,185.43,,174.15,170.17,170.25,162.92,158.57,154.98,110.60,95.98,90.00,75.00,45.35,20.15,39.58,76.21,133.33,199.74,226.11,230.57,226.18,219.57,200.50,20.15,230.57,192.71,165.48,112.89,45.02,158.85,219.21,149.03,105.59,185.21,179.09,78.96,192.46,146.77,76.58,67.32,217.11,61.01
14/05/2022,181.00,158.66,150.01,,133.90,155.18,168.99,184.07,194.30,184.94,160.00,124.05,89.46,76.46,20.11,6.28,55.98,89.40,162.02,206.38,225.00,240.04,241.87,239.00,224.15,6.28,241.87,155.89,175.64,139.61,39.71,170.70,236.27,152.97,116.67,157.96,165.76,89.66,189.26,180.83,77.52,78.42,229.41,62.06
13/05/2022,210.00,202.71,189.00,,174.74,176.26,203.20,226.93,242.74,242.29,225.10,180.04,122.95,89.81,60.50,25.66,29.80,49.10,113.70,188.59,220.77,231.09,229.00,220.36,196.57,25.66,242.74,194.11,212.28,192.60,51.44,143.04,219.26,168.79,129.03,192.65,203.20,122.02,208.55,234.27,113.33,54.57,214.40,84.79
12/05/2022,149.90,145.01,140.01,,145.66,148.91,172.42,211.94,230.56,223.46,189.21,144.04,122.63,98.46,82.38,82.30,98.74,137.32,183.91,213.69,233.50,241.77,233.17,224.32,205.56,82.30,241.77,145.15,190.96,169.84,90.47,192.11,226.21,169.12,150.80,150.32,168.05,130.15,187.44,213.79,111.88,125.57,225.34,104.76
11/05/2022,207.15,192.80,185.50,,179.00,179.46,185.72,216.37,233.22,224.00,200.00,148.46,95.19,70.10,25.23,3.74,31.26,79.05,117.60,184.18,219.30,221.93,220.00,206.01,192.93,3.74,233.22,191.11,203.69,166.91,32.58,150.03,210.22,159.09,116.51,188.27,197.40,99.75,201.67,218.40,84.75,57.91,207.39,62.33
10/05/2022,216.41,205.61,184.72,,169.98,167.73,187.06,224.08,237.95,232.72,210.25,185.00,165.46,106.90,88.44,78.65,88.49,113.58,184.43,209.78,234.92,239.95,236.96,229.09,201.49,78.65,239.95,194.18,204.21,198.36,90.62,185.68,226.87,183.32,158.22,188.59,199.19,144.49,208.42,226.25,136.45,116.29,225.37,118.82
09/05/2022,209.08,199.21,196.07,,191.11,193.68,210.72,240.00,256.23,250.04,219.21,199.95,194.39,185.51,183.46,179.55,183.94,190.63,220.93,247.97,280.00,280.00,250.44,237.08,204.25,179.55,280.00,198.87,225.16,215.90,183.12,234.88,242.94,216.81,211.30,199.98,212.01,199.51,222.32,241.37,190.83,193.76,249.96,187.80
08/05/2022,208.10,193.30,191.92,,186.01,182.98,186.06,184.97,185.93,183.62,163.45,140.33,123.17,114.65,86.18,78.50,93.26,113.60,155.80,196.04,234.60,238.99,238.35,225.91,217.90,78.50,238.99,194.83,184.99,152.64,93.15,175.01,230.29,171.82,140.27,191.40,189.91,122.90,203.37,179.49,116.08,110.29,225.30,106.02
07/05/2022,225.12,216.94,207.36,,200.01,199.50,200.10,201.78,216.28,217.04,208.57,194.17,190.67,186.55,174.37,166.70,159.17,168.22,185.30,201.62,222.74,231.57,229.00,223.12,208.38,159.17,231.57,212.36,204.42,202.61,171.70,194.47,223.02,201.43,189.59,208.17,208.39,187.16,213.26,210.92,186.44,169.85,219.41,178.61
06/05/2022,220.69,213.74,207.56,,204.02,206.57,219.07,255.91,274.92,262.97,236.80,220.00,208.13,207.40,191.81,190.01,187.01,192.70,211.59,239.09,256.79,262.69,255.91,247.78,235.46,187.01,274.92,211.50,239.12,231.98,194.06,225.04,250.46,225.36,217.03,211.94,225.31,213.02,233.69,257.65,206.84,195.33,249.62,200.73
05/05/2022,225.20,208.44,208.12,,205.09,204.90,220.77,254.96,275.06,268.02,252.96,235.03,232.09,224.50,215.04,210.90,210.00,210.35,229.00,247.28,263.00,276.61,259.96,251.84,238.52,204.90,276.61,211.71,238.92,247.03,215.11,237.41,256.73,234.49,233.18,212.09,225.32,231.07,235.79,262.75,226.67,215.06,256.20,221.26
04/05/2022,206.00,200.00,200.34,,201.12,201.14,224.32,256.58,296.90,280.10,255.09,226.01,209.41,204.64,202.15,199.51,200.60,206.24,231.16,249.98,275.44,281.49,263.37,246.90,232.47,199.51,296.90,201.87,244.74,242.65,201.73,240.71,256.06,231.29,228.36,205.49,223.30,222.19,234.22,272.17,210.55,209.38,258.28,207.05
03/05/2022,184.50,182.09,184.08,,185.12,187.04,191.19,236.26,255.96,255.96,232.70,206.07,200.24,195.79,197.29,194.89,195.54,197.99,218.99,249.96,269.94,270.23,261.77,253.21,228.94,182.09,270.23,183.95,217.61,223.74,195.88,234.22,253.54,218.16,217.95,185.67,200.78,209.81,218.37,245.22,199.85,201.85,255.68,198.30
02/05/2022,206.46,199.87,194.69,,193.76,196.34,209.96,248.88,270.00,264.57,238.98,194.27,189.97,190.68,190.45,187.65,185.05,188.20,218.72,244.11,263.97,265.41,253.52,241.11,219.92,185.05,270.00,198.70,231.30,221.95,188.46,228.75,244.99,219.02,213.05,200.18,215.00,205.20,224.99,255.61,191.34,194.91,248.01,189.68
01/05/2022,206.00,199.70,197.56,,192.20,197.43,201.32,195.00,194.95,186.94,182.04,177.31,176.50,174.92,150.74,140.40,138.90,155.90,187.04,215.85,249.43,254.94,243.03,239.72,215.97,138.90,254.94,198.87,197.18,180.70,151.24,202.06,238.42,194.74,178.00,199.04,198.02,165.97,211.49,189.73,169.87,155.56,236.49,159.80
30/04/2022,204.78,189.10,189.91,,187.47,189.96,194.81,201.00,206.59,210.01,205.85,195.95,186.58,180.04,172.94,166.35,159.69,166.65,192.02,226.09,246.97,252.64,247.11,239.09,219.00,159.69,252.64,192.82,198.09,199.60,169.76,207.93,239.46,201.28,192.43,192.67,195.45,184.68,210.12,205.86,183.88,171.18,238.48,176.93
29/04/2022,206.05,203.15,202.52,,203.23,205.09,213.86,255.77,280.06,291.22,256.34,230.33,217.40,208.37,197.25,195.24,195.04,206.00,216.30,246.98,262.08,265.87,254.97,241.56,217.91,195.04,291.22,203.74,238.70,248.82,198.98,232.84,245.08,228.02,226.88,205.65,221.22,223.90,229.17,270.85,213.34,203.15,248.23,207.27
28/04/2022,214.63,201.94,198.00,,201.37,201.50,218.35,255.00,283.37,279.29,251.26,224.93,213.56,208.00,200.09,197.05,196.30,197.13,217.63,255.00,279.09,284.91,268.91,253.56,222.78,196.30,284.91,203.99,239.56,242.26,200.36,237.21,257.54,230.15,226.61,205.97,221.77,221.31,233.69,267.23,211.65,202.03,260.71,206.66
27/04/2022,206.72,198.01,196.36,,194.53,197.51,209.94,244.20,271.01,265.98,252.74,225.22,214.12,207.66,200.62,193.22,190.96,191.35,206.49,239.31,267.90,266.33,254.94,235.33,202.57,190.96,271.01,198.91,230.67,239.52,198.12,226.26,239.79,222.21,221.30,200.51,214.79,218.82,223.12,258.48,211.91,195.51,244.40,205.30
26/04/2022,212.54,205.01,204.59,,201.07,204.16,232.95,266.52,290.00,290.00,260.48,235.88,224.28,219.41,210.49,214.19,215.42,211.03,239.93,260.63,281.00,286.76,270.01,255.00,231.91,201.07,290.00,205.80,248.41,252.66,214.88,248.15,260.92,238.47,238.56,210.05,227.11,233.77,238.38,276.75,222.52,220.14,264.22,219.95
25/04/2022,184.96,183.78,185.63,,186.10,188.12,200.06,237.23,261.87,272.47,249.06,232.59,227.97,211.00,200.00,194.90,191.99,189.50,209.25,252.71,273.88,275.71,264.93,254.00,235.44,183.78,275.71,185.12,221.82,245.52,199.47,231.34,257.52,223.46,225.44,188.11,203.47,222.50,221.49,255.16,217.89,196.41,259.45,209.74
24/04/2022,100.58,93.14,91.92,,87.88,84.06,87.84,87.81,95.10,96.51,81.88,74.90,73.03,54.86,34.51,34.20,44.09,72.81,111.73,165.01,198.65,224.95,216.66,205.73,186.99,34.20,224.95,93.38,88.70,81.58,41.92,137.05,208.58,108.54,86.85,90.90,91.04,61.75,130.22,90.33,59.33,65.71,199.67,52.60
23/04/2022,130.46,116.44,108.65,,119.04,119.40,122.32,128.32,143.64,141.50,82.69,55.43,15.92,2.43,0.01,0.08,5.07,20.45,94.85,138.87,168.19,171.36,138.05,118.23,97.95,0.01,171.36,118.65,128.42,73.89,1.90,105.59,131.40,93.31,60.46,119.39,123.53,37.89,126.16,124.04,18.45,30.11,138.78,13.16
22/04/2022,191.07,183.93,187.01,,179.41,176.09,189.58,218.07,239.95,244.10,221.05,196.56,156.71,122.43,98.52,86.77,86.77,102.34,137.00,180.26,209.61,209.97,185.00,190.17,147.32,86.77,244.10,185.36,205.92,204.61,98.62,157.30,183.12,172.49,153.51,184.52,195.64,151.61,191.46,230.79,143.56,103.22,187.06,124.63
21/04/2022,188.55,179.92,181.08,,178.92,180.50,199.92,229.76,256.02,256.25,232.26,207.93,197.01,185.06,176.25,167.93,168.05,173.40,185.34,204.96,220.62,223.61,220.44,199.71,174.62,167.93,256.25,182.12,216.55,223.36,174.32,196.08,204.60,199.50,197.92,184.82,199.33,198.84,201.09,243.57,191.56,173.68,207.33,183.71
20/04/2022,191.00,189.55,183.10,,183.28,183.38,197.96,227.24,249.92,249.90,209.96,193.50,188.91,175.87,168.37,158.90,171.95,175.85,196.15,222.95,249.00,250.00,239.18,220.10,201.97,158.90,250.00,186.73,214.63,210.57,168.77,210.99,227.81,203.25,196.78,188.05,200.68,189.67,209.72,234.26,181.66,175.71,230.53,176.25
19/04/2022,205.00,192.98,191.14,,190.95,190.00,200.61,251.27,291.43,295.43,255.71,232.54,207.71,193.56,187.06,176.57,176.11,168.94,193.33,224.93,239.03,240.01,223.60,200.00,184.20,168.94,295.43,195.02,233.33,247.85,183.33,206.56,211.95,213.00,212.58,195.11,214.17,215.59,213.43,273.46,205.22,178.74,218.63,195.59
18/04/2022,95.90,81.00,84.00,,81.00,85.25,92.31,95.23,105.00,108.65,101.18,95.51,82.92,75.98,61.17,45.00,60.58,82.92,121.25,189.84,240.30,250.73,226.60,221.23,202.00,45.00,250.73,85.48,94.45,97.07,60.68,158.58,225.14,120.23,105.44,86.58,89.96,78.87,135.02,102.52,78.90,77.44,221.78,70.19
17/04/2022,160.22,139.97,121.76,,123.38,133.96,139.96,146.10,144.01,133.55,100.00,75.92,41.29,20.73,0.07,0.00,0.08,15.00,66.20,158.02,182.55,191.54,187.88,171.46,158.07,0.00,191.54,136.33,141.01,87.69,5.22,105.44,177.24,108.82,66.12,136.54,138.67,46.46,151.53,130.92,34.50,20.32,174.92,23.02
16/04/2022,191.16,183.37,178.00,,174.21,171.81,179.54,188.98,191.12,189.60,172.62,146.58,121.99,82.36,52.90,33.78,40.32,65.84,107.71,171.19,195.08,205.81,194.47,175.84,166.88,33.78,205.81,181.69,182.86,157.70,52.34,134.96,185.75,149.22,115.00,179.68,182.27,105.02,183.43,185.58,100.96,61.91,184.88,79.66
15/04/2022,214.90,198.45,194.28,,190.49,191.86,196.86,205.33,220.78,209.88,189.92,190.62,186.55,160.03,167.65,157.38,151.11,155.01,179.32,196.21,228.35,235.99,208.84,205.09,196.24,151.11,235.99,199.53,203.71,194.24,159.04,189.72,211.54,192.96,181.00,197.81,201.62,176.64,204.93,206.48,176.21,160.71,211.79,168.89
14/04/2022,232.45,207.63,200.14,,198.05,199.97,204.46,254.00,272.33,282.11,252.78,216.35,212.54,202.24,195.19,193.64,191.99,194.53,212.80,244.94,271.07,272.31,265.46,253.68,234.36,191.99,282.11,209.57,232.69,240.95,195.77,230.84,256.45,227.71,222.52,207.12,221.13,218.36,232.90,265.31,206.58,198.24,256.97,201.99
13/04/2022,161.67,165.81,163.31,,167.63,180.73,212.32,248.74,267.52,273.83,254.25,212.90,192.45,188.72,195.04,200.05,196.00,200.47,241.25,266.20,298.95,301.63,269.03,250.00,231.94,161.67,301.63,164.61,227.33,233.36,194.95,251.72,263.15,222.52,226.68,175.25,195.97,214.16,218.36,261.09,197.28,209.44,269.63,197.53
12/04/2022,192.90,188.71,184.13,,183.00,185.55,191.53,229.54,268.78,260.33,219.02,182.51,172.32,136.12,110.02,100.01,118.14,139.90,179.40,215.47,235.09,233.47,189.08,177.46,137.74,100.01,268.78,187.19,218.85,208.55,116.07,192.47,184.44,184.59,172.36,187.64,203.02,162.31,196.82,244.42,150.24,134.36,198.05,136.52
11/04/2022,182.38,184.98,184.60,,185.68,195.55,220.56,264.91,299.93,285.03,255.00,214.92,190.71,187.85,181.84,179.98,179.77,182.86,219.39,263.32,296.99,290.37,267.81,247.99,204.40,179.77,299.93,184.41,245.24,236.42,182.36,240.64,252.64,223.62,219.81,192.29,214.82,209.39,227.43,276.22,193.83,190.50,261.81,189.18
10/04/2022,70.96,26.15,24.59,,25.67,40.04,36.85,25.95,45.02,35.76,22.23,12.29,13.00,5.31,0.10,0.09,0.42,8.52,71.03,139.90,233.51,252.18,239.54,238.28,224.30,0.09,252.18,36.84,36.97,20.82,1.48,113.24,238.58,74.65,45.18,37.38,36.90,11.15,104.13,32.24,7.68,20.02,221.29,5.20
09/04/2022,119.25,110.60,92.51,,83.22,79.12,76.14,76.56,88.15,82.90,69.72,25.14,5.04,-0.01,-0.28,-2.49,-0.10,-0.03,1.98,75.81,96.97,105.00,90.95,89.77,69.88,-2.49,119.25,101.40,79.99,45.70,-0.72,43.68,88.90,59.83,29.55,93.47,90.69,22.49,90.10,79.33,7.47,-0.16,88.06,4.55
08/04/2022,2.02,1.03,1.02,,2.47,8.58,44.51,95.37,147.26,150.00,87.00,81.85,86.54,88.19,91.41,130.77,166.11,186.11,202.31,229.90,267.77,259.04,221.80,189.80,159.98,1.02,267.77,1.64,73.93,101.35,119.12,221.52,207.66,120.87,147.33,9.94,37.78,110.23,94.41,119.91,87.00,171.33,221.38,107.48
07/04/2022,73.02,67.74,59.64,,67.58,73.58,74.13,74.50,90.03,113.23,77.35,71.93,71.94,77.38,70.38,70.15,73.35,74.82,80.91,82.06,94.41,79.56,65.45,69.19,27.35,27.35,113.23,67.00,78.06,83.61,72.82,83.05,60.39,74.15,79.83,69.28,72.53,78.21,68.48,88.78,72.91,74.81,69.67,72.52
06/04/2022,112.87,140.00,126.56,,121.67,126.59,118.48,165.60,177.84,175.30,159.36,95.69,74.86,77.80,74.73,71.98,74.75,74.81,126.26,165.54,178.43,171.00,132.42,109.11,60.37,60.37,178.43,125.28,147.13,126.30,74.82,136.26,118.23,121.33,112.46,124.36,136.20,100.56,130.21,169.53,80.77,86.95,136.15,78.30
05/04/2022,23.53,30.00,35.09,,42.35,74.53,83.97,163.27,220.07,232.03,229.51,227.00,230.09,214.24,222.98,208.49,222.97,224.41,262.21,278.24,309.93,277.91,226.47,189.65,163.64,23.53,309.93,32.74,135.46,229.66,217.17,268.70,214.42,183.02,238.51,48.25,84.10,223.41,127.54,211.22,223.58,229.52,240.97,220.96
04/04/2022,118.63,91.81,88.00,,81.56,87.49,91.60,133.00,120.60,101.16,87.60,74.54,68.27,40.08,30.98,25.60,37.56,47.24,69.78,69.93,74.86,74.52,69.96,72.98,50.09,25.60,133.00,95.00,108.17,82.89,33.56,65.45,66.89,75.33,60.63,93.18,101.59,58.22,90.02,110.59,53.47,45.05,68.72,46.17
03/04/2022,199.08,193.08,195.76,,194.44,195.55,193.82,190.88,192.60,197.24,182.07,180.76,179.13,174.20,119.64,97.07,104.00,121.39,132.21,177.39,211.79,204.95,179.74,177.45,155.03,97.07,211.79,195.59,193.21,184.80,123.73,160.70,179.29,172.89,156.41,195.29,194.40,154.26,189.37,190.70,163.43,113.67,184.39,142.47
02/04/2022,112.01,125.01,131.72,,140.54,131.79,145.07,135.84,168.06,190.30,192.15,169.77,166.94,160.63,132.18,120.60,128.45,137.45,171.27,227.60,259.15,241.63,210.00,206.14,189.38,112.01,259.15,127.32,145.19,179.79,135.47,198.87,211.79,166.40,171.37,131.02,136.26,157.63,161.43,171.59,157.38,139.44,222.32,146.43
01/04/2022,111.72,99.64,94.48,,99.59,109.02,140.01,178.63,200.03,208.47,200.35,193.08,181.14,171.94,159.91,147.10,140.82,142.33,172.40,191.70,205.96,200.19,174.92,167.85,151.86,94.48,208.47,101.36,156.92,195.76,154.94,178.10,173.71,160.13,176.27,109.08,129.14,175.35,144.00,196.87,176.52,150.66,182.08,165.67
31/03/2022,200.66,204.29,195.02,,181.93,186.30,200.69,270.00,305.76,324.23,271.00,250.75,219.54,203.92,193.43,190.80,185.62,184.96,188.01,200.01,229.49,199.08,164.35,150.64,120.08,120.08,324.23,195.48,240.69,266.38,193.44,200.62,158.54,209.19,220.15,194.82,218.08,229.91,198.23,292.75,216.91,187.35,177.28,207.34
30/03/2022,233.07,228.86,229.61,,229.08,232.33,242.00,283.00,315.00,346.91,328.11,302.07,312.56,295.99,272.89,278.30,266.52,256.34,269.81,294.70,309.97,285.73,253.36,240.52,197.92,197.92,346.91,230.16,268.08,322.41,278.43,282.71,244.38,271.03,294.51,232.49,249.12,300.42,247.54,318.26,295.88,267.74,263.70,288.06
29/03/2022,209.83,210.18,208.96,,210.00,209.87,225.27,270.27,302.12,318.74,299.90,278.48,275.94,236.43,230.85,223.52,222.41,228.01,246.53,280.04,302.49,297.67,260.04,237.00,219.84,208.96,318.74,209.74,251.88,293.27,228.30,264.27,253.64,250.18,261.95,212.35,230.81,260.78,238.42,297.76,255.43,230.12,266.18,244.61
28/03/2022,196.00,192.04,189.45,,194.89,195.01,208.62,274.95,316.95,313.95,266.98,224.94,204.14,173.87,163.51,130.99,161.50,170.68,197.56,260.31,304.62,274.06,252.61,229.53,220.54,130.99,316.95,193.10,248.88,252.50,157.47,233.29,244.19,221.57,214.42,196.00,220.99,204.99,228.72,293.21,191.62,165.18,256.95,176.49
27/03/2022,235.00,221.93,,,214.02,212.00,211.09,210.31,214.03,214.08,214.07,205.02,194.40,161.50,89.90,77.97,92.00,141.59,194.83,220.00,263.02,281.68,265.63,251.59,228.00,77.97,281.68,223.65,211.86,206.89,105.34,204.86,256.73,200.59,172.37,218.81,216.91,156.12,231.39,213.12,162.71,126.60,251.65,136.80
26/03/2022,235.96,221.16,185.58,,191.02,206.58,216.18,199.56,190.28,152.18,159.37,110.05,85.94,83.11,80.38,89.35,157.71,199.95,232.42,262.50,292.24,270.07,244.98,244.94,237.75,80.38,292.24,208.43,203.15,126.89,102.64,246.78,249.44,189.55,158.77,209.41,205.79,114.76,220.34,175.35,89.87,169.86,258.75,101.09
25/03/2022,262.48,244.31,234.29,,230.15,226.01,254.91,315.00,333.86,285.12,248.37,185.60,185.87,172.57,169.75,178.57,210.00,251.07,276.28,300.77,339.90,283.38,242.20,244.56,190.07,169.75,339.90,242.81,282.45,226.24,182.72,292.01,240.05,244.38,233.66,242.03,262.63,204.48,255.10,295.59,178.45,228.98,266.81,183.73
