# 30/12/2022 11:36:54 AM: Prices - EPEX Spot Market Auction - germany_luxembourg - Currency: EUR
Delivery day,Hour 1,Hour 2,Hour 3A,Hour 3B,Hour 4,Hour 5,Hour 6,Hour 7,Hour 8,Hour 9,Hour 10,Hour 11,Hour 12,Hour 13,Hour 14,Hour 15,Hour 16,Hour 17,Hour 18,Hour 19,Hour 20,Hour 21,Hour 22,Hour 23,Hour 24,Minimum,Maximum,Middle-Night,Early Morning,Late Morning,Early Afternoon,Rush Hour,Off-Peak 2,Baseload,Peakload,Night,Off-Peak 1,Business,Offpeak,Morning,High Noon,Afternoon,Evening,Sunpeak
22/08/2022,504.25,477.42,467.94,,447.93,450.02,497.08,561.74,599.90,610.00,595.59,583.46,567.50,534.30,540.91,557.06,577.20,586.67,613.55,640.00,675.55,679.97,629.63,588.86,545.00,447.93,679.97,474.39,527.19,589.14,552.37,628.94,610.87,563.81,590.15,474.11,500.79,570.75,537.48,591.81,556.54,583.62,626.50,560.07
21/08/2022,430.27,381.00,374.94,,344.27,323.00,324.07,365.99,348.35,332.00,317.26,254.52,176.88,97.31,77.46,97.34,204.21,313.88,455.00,530.00,592.00,623.89,609.96,595.46,570.11,77.46,623.89,382.62,340.35,270.17,119.08,472.72,599.86,364.13,287.32,362.93,361.49,194.62,440.94,340.90,151.54,267.61,586.90,151.29
20/08/2022,512.09,500.05,480.09,,460.04,452.61,452.15,471.69,475.03,484.93,480.02,464.50,443.19,432.48,364.68,344.13,339.28,361.23,402.56,475.06,529.91,552.48,540.09,514.12,458.96,339.28,552.48,488.07,462.87,468.16,370.14,442.19,516.41,457.97,426.83,476.17,475.47,419.15,489.12,477.92,426.21,361.80,511.77,398.04
19/08/2022,510.09,467.63,450.10,,434.14,439.39,469.62,528.21,571.24,587.56,575.00,566.00,547.26,527.80,488.24,461.14,461.17,490.86,517.42,545.56,568.99,569.40,550.00,530.58,504.93,434.14,587.56,465.49,502.12,568.96,484.59,530.71,538.73,515.10,528.08,461.83,483.80,526.77,502.11,565.50,532.33,482.65,544.91,508.60
18/08/2022,523.92,479.90,480.00,,474.46,478.13,499.24,550.00,598.90,620.10,613.59,610.19,577.65,559.87,563.11,543.34,541.90,586.23,593.97,642.99,657.98,646.96,600.06,562.82,524.93,474.46,657.98,489.57,531.57,605.38,552.06,620.29,583.69,563.76,592.58,489.28,510.57,578.72,534.94,595.65,577.71,566.36,605.96,566.01
17/08/2022,523.94,483.88,472.13,,459.22,463.42,489.64,547.74,597.04,616.33,575.10,549.97,526.89,509.09,500.00,493.09,509.47,541.60,593.30,676.04,747.93,681.00,629.09,552.03,508.92,459.22,747.93,484.79,524.46,567.07,502.91,639.72,592.76,551.95,569.90,482.04,504.63,534.99,534.00,584.05,521.49,534.37,632.50,514.75
16/08/2022,465.26,430.65,430.94,,416.42,422.59,440.99,502.52,517.99,514.90,488.44,450.00,424.95,417.08,410.06,410.09,418.06,442.53,506.91,600.05,664.89,662.05,648.38,580.00,513.28,410.06,664.89,435.82,471.02,469.57,413.82,553.60,600.93,490.79,479.00,434.48,453.42,441.70,502.59,505.96,425.52,444.40,611.44,421.71
15/08/2022,375.03,361.09,360.64,,350.00,352.99,363.59,381.41,429.12,467.34,452.80,431.41,407.06,402.31,392.13,392.77,380.09,400.05,448.84,495.00,520.01,555.72,536.69,507.00,475.42,350.00,555.72,361.69,381.78,439.65,391.83,465.98,518.71,426.60,432.48,360.56,371.73,415.74,420.73,432.67,408.23,405.44,514.97,400.96
14/08/2022,416.30,397.20,377.90,,354.00,350.06,351.01,352.77,350.05,355.17,339.94,309.00,249.58,136.72,84.93,74.02,164.37,268.13,343.52,415.90,454.91,459.96,462.60,455.42,407.48,74.02,462.60,386.35,350.97,313.42,115.01,370.62,446.37,330.46,266.35,374.41,368.66,214.22,394.56,349.48,195.06,212.51,442.71,169.77
13/08/2022,427.23,400.71,387.87,,374.09,375.79,382.76,379.90,388.74,399.90,374.50,333.41,300.02,247.22,192.11,213.62,292.05,341.76,412.30,466.20,503.26,504.70,479.94,461.91,425.89,192.11,504.70,397.48,381.80,351.96,236.25,430.88,468.11,377.75,339.70,391.41,389.64,294.10,415.79,385.76,268.19,314.93,473.65,263.07
12/08/2022,422.10,405.00,395.69,,391.95,402.56,408.00,469.21,513.31,508.00,472.56,419.90,405.60,376.39,328.45,334.37,372.09,393.24,448.08,489.99,560.00,565.40,507.78,469.47,424.02,328.45,565.40,403.69,448.27,451.52,352.83,472.83,491.67,436.80,425.72,404.22,425.98,402.17,447.87,490.77,382.59,386.95,502.78,372.80
11/08/2022,309.92,300.03,310.00,,306.30,312.00,347.06,406.65,419.97,414.90,397.16,355.10,313.97,298.97,269.86,267.86,294.00,334.80,401.31,450.00,539.90,534.75,446.00,414.99,390.00,267.86,539.90,306.56,371.42,370.28,282.67,431.50,446.44,368.15,361.49,314.22,338.99,326.48,374.81,409.67,309.48,324.49,462.61,299.96
10/08/2022,297.01,286.98,298.71,,285.60,293.99,297.74,343.67,392.98,395.51,356.26,302.90,284.90,274.76,253.00,253.96,272.34,303.10,353.00,409.93,449.00,454.73,420.00,406.84,355.01,253.00,454.73,292.08,332.10,334.89,263.52,378.76,409.15,335.08,325.72,293.34,312.09,299.20,344.44,372.11,278.89,295.60,415.92,273.64
09/08/2022,330.76,298.92,298.95,,289.20,295.75,320.01,382.92,414.98,426.22,383.99,310.09,282.44,277.57,258.94,260.64,266.89,289.37,351.34,420.00,469.80,469.72,428.67,406.45,343.31,258.94,469.80,304.46,353.42,350.69,266.01,382.63,412.04,344.87,333.11,305.60,328.94,308.35,356.64,402.03,282.26,292.06,422.99,276.10
08/08/2022,310.08,271.57,281.49,,278.39,272.89,310.38,408.54,419.99,414.68,384.55,339.44,307.07,292.66,294.01,294.68,307.77,329.86,406.02,439.98,495.90,493.85,455.00,429.15,391.20,271.57,495.90,285.38,352.95,361.44,297.28,417.94,442.30,359.55,358.89,287.47,319.17,329.36,360.21,406.94,308.30,334.58,450.85,305.94
07/08/2022,277.89,232.85,218.28,,206.40,200.47,205.23,205.00,206.29,162.27,142.70,100.00,87.69,86.82,69.74,70.02,86.15,102.82,199.42,301.67,393.30,421.99,419.92,401.86,359.42,69.74,421.99,233.86,204.25,123.17,78.18,249.30,400.80,214.93,150.22,223.52,219.05,100.67,279.63,179.07,86.06,114.60,383.03,83.40
06/08/2022,361.76,315.05,308.59,,276.45,267.76,261.14,290.83,315.03,309.56,273.36,238.11,202.19,170.12,149.31,116.02,139.77,175.16,239.05,318.16,372.49,396.81,380.64,369.08,324.98,116.02,396.81,315.46,283.69,255.81,143.81,276.22,367.88,273.81,225.28,298.46,299.58,199.81,322.34,297.20,189.93,167.50,360.36,169.25
05/08/2022,406.06,358.18,337.64,,339.17,338.52,390.05,449.91,468.00,483.91,447.14,428.44,405.10,394.20,331.05,297.06,256.21,252.44,291.18,355.02,419.54,424.89,437.30,429.91,386.55,252.44,483.91,360.26,411.62,441.15,319.63,329.55,419.66,380.31,363.44,361.60,385.94,380.39,397.18,462.24,389.70,274.22,408.87,352.01
04/08/2022,450.30,414.26,375.07,,348.49,345.30,375.07,452.27,480.10,479.79,449.90,408.25,370.91,344.28,284.02,319.51,342.64,366.51,416.97,492.73,513.74,504.33,499.83,480.60,424.96,284.02,513.74,397.03,413.19,427.21,322.61,447.49,477.43,414.16,399.10,384.75,405.11,374.91,429.22,465.52,351.87,361.41,486.03,344.94
03/08/2022,383.95,368.07,340.14,,326.30,329.96,368.76,440.47,453.86,444.21,370.24,317.82,244.61,243.56,182.52,199.08,291.92,361.59,438.52,500.35,550.06,566.89,560.76,500.02,452.18,182.52,566.89,354.62,398.26,344.22,229.27,462.63,519.96,384.83,345.37,352.86,376.44,286.75,424.28,427.20,247.13,322.78,521.71,246.59
02/08/2022,440.98,390.10,382.10,,359.89,352.69,393.03,457.04,479.90,478.90,397.91,328.26,307.77,234.87,227.41,198.39,219.00,274.71,324.11,435.36,499.47,511.07,513.17,484.91,441.26,198.39,513.17,393.27,420.67,378.21,219.92,383.41,487.60,380.51,327.18,386.47,406.97,299.06,433.85,453.44,274.58,254.05,480.87,252.62
01/08/2022,385.06,344.06,338.81,,320.86,329.72,380.00,429.66,467.91,474.90,459.05,447.89,428.22,392.10,388.20,377.40,385.09,398.90,437.25,461.06,510.66,530.88,524.33,509.33,469.58,320.86,530.88,347.20,401.82,452.52,385.70,451.97,508.53,424.62,430.06,349.75,374.51,419.11,419.18,457.88,414.10,399.66,500.97,403.15
31/07/2022,382.79,339.88,300.10,,293.05,271.30,272.41,261.03,264.80,300.01,286.37,261.10,255.76,263.08,219.08,208.74,226.08,252.07,316.01,394.79,449.55,452.95,464.52,465.67,425.89,208.74,465.67,328.96,267.39,275.81,229.25,353.11,452.26,317.79,286.05,309.92,298.17,252.53,349.53,278.05,249.76,250.73,442.23,238.97
30/07/2022,425.00,404.30,405.00,,395.85,377.06,383.98,406.78,423.02,412.72,388.65,335.48,308.54,268.46,236.78,247.78,291.73,316.43,388.44,425.86,454.15,467.71,466.69,466.24,441.93,236.78,467.71,407.54,397.71,361.35,261.19,396.22,460.64,380.77,339.59,398.53,402.62,311.27,421.96,407.79,287.32,311.10,453.76,281.46
29/07/2022,400.02,384.10,373.81,,388.51,374.83,402.61,463.16,508.14,517.17,503.93,463.44,448.93,394.44,366.45,365.04,404.98,407.08,461.52,489.87,512.51,504.33,484.94,482.05,425.74,365.04,517.17,386.61,437.19,483.37,382.73,467.75,474.27,438.65,444.61,387.31,411.90,433.05,432.69,498.10,418.32,409.66,483.24,407.21
28/07/2022,437.79,400.91,399.97,,399.71,399.97,400.04,493.93,559.28,539.56,501.42,451.16,418.45,426.07,409.58,425.10,433.66,454.39,513.93,563.85,598.94,586.99,557.43,534.23,451.72,399.71,598.94,409.60,463.31,477.65,423.60,532.78,532.59,473.25,478.01,406.40,436.45,450.63,468.50,523.55,426.32,456.77,548.86,427.34
27/07/2022,405.00,351.19,347.08,,349.99,348.33,377.14,460.00,499.94,492.41,434.99,425.61,418.40,389.92,348.89,337.95,353.31,371.24,429.65,500.91,532.67,549.87,529.36,504.98,428.97,337.95,549.87,363.32,421.35,442.85,357.52,458.62,503.30,424.49,419.66,363.12,392.33,400.19,429.32,471.84,395.71,373.04,507.79,379.01
26/07/2022,330.38,316.03,276.85,,292.79,300.31,346.94,408.23,454.37,391.64,293.50,235.59,262.81,200.01,188.58,183.10,179.58,190.16,264.30,350.01,432.55,438.97,447.50,437.28,376.27,179.58,454.37,304.01,377.46,295.89,187.82,309.26,425.01,316.57,264.32,310.55,340.74,241.85,368.83,386.94,221.75,204.29,413.76,208.28
25/07/2022,346.40,276.76,264.97,,266.03,261.71,286.29,375.08,410.14,412.34,350.64,295.58,265.25,235.09,231.32,222.45,203.61,259.43,266.29,333.55,379.20,383.81,386.86,391.69,330.98,203.61,412.34,288.54,333.31,330.95,223.12,309.62,373.34,309.81,287.90,283.69,310.92,277.04,331.73,387.05,256.81,237.95,367.68,242.22
24/07/2022,393.26,379.24,355.06,,331.00,316.18,302.82,272.76,260.93,222.42,162.89,149.99,100.16,71.72,58.48,48.77,64.40,120.06,255.88,355.02,390.40,418.85,433.15,417.16,374.48,48.77,433.15,364.64,288.17,158.87,60.84,280.34,410.91,260.63,166.68,346.26,326.41,109.85,354.57,229.75,95.09,122.28,398.18,82.25
23/07/2022,404.56,344.67,351.99,,337.01,332.04,331.27,337.03,333.12,343.78,350.96,337.02,307.36,285.06,242.73,183.97,185.45,226.44,285.03,336.02,372.87,402.15,405.61,396.90,366.61,183.97,405.61,359.56,333.37,334.78,224.30,305.09,392.82,324.99,288.06,350.26,346.46,279.54,361.91,341.22,293.04,220.22,380.03,256.93
22/07/2022,372.69,334.10,333.41,,327.35,328.25,336.95,409.88,450.90,436.92,409.40,342.65,334.03,307.56,274.04,275.57,300.99,301.09,391.04,450.56,479.99,480.90,494.60,461.04,424.92,274.04,494.60,341.89,381.50,380.75,289.54,405.67,465.37,377.45,358.65,338.79,361.69,335.15,396.25,426.78,314.57,317.17,465.34,305.81
21/07/2022,336.00,328.74,332.29,,335.67,327.24,334.00,436.95,493.88,488.31,462.98,431.95,381.09,346.06,319.96,314.82,307.94,337.08,346.19,427.87,488.71,515.45,495.18,513.29,419.96,307.94,515.45,333.18,398.02,441.08,322.20,399.96,485.97,396.73,387.75,332.32,365.60,381.64,405.72,470.53,369.77,326.51,476.74,350.30
20/07/2022,268.35,241.92,234.63,,236.89,235.99,280.09,377.03,425.07,394.46,334.09,299.15,230.98,228.72,235.91,238.46,287.40,319.97,380.32,439.10,513.99,526.26,467.73,413.57,374.83,228.72,526.26,245.45,329.55,314.67,247.62,413.35,445.60,332.70,325.21,249.65,287.50,281.15,340.20,382.66,248.69,306.54,455.91,253.44
19/07/2022,402.46,368.99,336.39,,325.24,318.72,350.98,440.00,483.43,452.95,385.60,364.07,342.88,344.33,339.53,322.72,348.17,380.01,443.42,484.10,581.25,570.05,466.15,392.70,285.91,285.91,581.25,358.27,398.28,386.38,338.69,472.20,428.70,397.09,399.09,350.46,378.28,362.53,395.09,440.50,347.70,373.58,463.36,343.62
18/07/2022,389.77,328.49,299.23,,282.44,287.08,305.11,393.11,424.94,401.82,373.93,324.03,303.44,291.35,271.57,277.89,279.97,386.25,455.42,512.56,637.64,679.54,600.00,530.13,469.86,271.57,679.54,324.98,352.56,350.81,280.20,497.97,569.88,396.07,376.32,315.35,338.77,315.50,415.81,398.45,297.60,349.88,571.62,291.38
17/07/2022,290.06,240.80,200.64,,192.63,193.81,190.46,195.02,190.14,189.51,164.00,115.77,110.21,87.59,72.92,40.02,83.42,109.30,200.89,344.42,415.01,426.40,434.95,430.02,406.57,40.02,434.95,231.03,192.36,144.87,70.99,267.41,424.49,221.86,161.09,218.07,211.70,107.93,282.63,184.67,96.62,108.41,409.56,84.99
16/07/2022,384.91,349.96,289.80,,252.86,236.19,233.10,211.55,199.74,139.93,52.49,35.53,1.07,0.07,-0.05,-0.10,0.00,1.03,31.66,143.75,264.30,334.25,344.13,357.55,331.77,-0.10,384.91,319.38,220.15,57.26,-0.02,110.19,341.93,174.81,55.81,291.14,269.76,28.62,293.82,150.93,9.16,8.15,295.96,6.09
15/07/2022,350.00,320.07,298.49,,305.01,307.55,330.00,404.90,429.92,416.65,334.06,262.45,243.92,218.10,190.00,191.80,222.15,225.39,335.35,409.07,421.86,430.45,433.99,432.89,404.09,190.00,433.99,318.39,368.09,314.27,205.51,347.92,425.36,329.92,289.23,318.52,343.24,259.89,370.61,396.38,228.62,243.67,422.06,221.40
14/07/2022,400.44,378.06,345.47,,334.10,335.01,371.63,421.32,433.31,434.07,419.94,379.90,355.93,301.49,274.85,239.44,254.96,282.60,346.37,394.63,420.92,436.27,433.93,422.39,400.04,239.44,436.27,364.52,390.32,397.46,267.69,361.13,423.16,367.38,342.09,360.79,377.42,332.57,392.66,427.16,328.04,280.84,418.03,301.10
13/07/2022,416.05,365.61,325.34,,339.99,325.04,332.22,411.97,435.00,456.57,423.14,365.76,350.25,273.05,246.10,190.02,183.63,211.39,294.48,370.44,431.70,448.22,446.34,435.93,373.57,183.63,456.57,361.75,376.06,398.93,223.20,327.00,426.02,352.16,316.38,350.71,368.90,311.07,387.94,431.67,308.79,219.88,417.70,268.14
12/07/2022,395.49,349.57,330.04,,331.50,334.34,362.10,419.64,453.66,448.90,382.42,328.74,338.32,297.47,260.07,262.23,287.22,314.81,395.90,429.08,481.59,506.69,480.00,470.00,404.09,260.07,506.69,351.65,392.44,374.60,276.75,405.35,465.20,377.66,352.23,350.51,372.04,325.67,403.09,426.16,306.15,315.04,461.91,295.68
11/07/2022,320.08,278.00,275.96,,269.27,272.15,298.00,395.95,415.08,433.97,416.32,404.98,396.90,380.42,369.28,333.76,332.61,319.82,375.48,405.00,458.03,469.90,452.12,450.05,419.15,269.27,469.90,285.83,345.30,413.04,354.02,389.58,447.81,372.60,385.55,285.58,315.56,383.53,359.64,415.33,387.90,340.42,442.38,369.66
10/07/2022,77.12,49.32,50.03,,31.39,63.31,58.57,67.67,41.89,36.75,30.01,30.08,49.77,20.00,19.14,11.85,21.31,40.29,77.11,157.13,322.13,369.90,378.07,389.17,371.92,11.85,389.17,51.97,57.86,36.65,18.08,149.17,377.27,115.16,67.96,54.96,54.91,27.36,162.36,44.08,29.75,37.64,331.39,25.36
09/07/2022,350.00,283.47,221.32,,216.81,203.12,209.86,241.95,247.14,241.43,179.83,154.72,136.51,93.54,74.35,21.94,11.94,16.03,64.84,90.02,94.98,100.86,100.59,120.16,79.89,11.94,350.00,267.90,225.52,178.12,50.44,66.47,100.38,148.14,98.34,247.43,246.71,114.28,197.93,227.59,114.78,28.69,97.75,82.17
08/07/2022,200.08,224.05,228.55,,227.26,210.33,248.33,371.95,418.92,420.67,351.70,318.59,272.28,215.05,210.59,178.56,207.56,210.02,258.71,319.26,387.92,410.89,422.59,416.11,372.00,178.56,422.59,219.99,312.38,340.81,202.94,293.98,405.40,295.92,279.24,223.10,266.18,271.88,312.59,390.81,254.13,213.71,388.13,233.77
07/07/2022,267.50,209.00,195.77,,189.58,186.88,190.77,223.60,282.38,296.72,256.00,235.48,220.00,201.99,190.48,165.62,159.07,155.02,169.68,179.01,197.23,242.42,258.96,246.15,197.94,155.02,296.72,215.46,220.91,252.05,179.29,175.24,236.37,213.22,202.19,206.58,218.19,215.67,224.25,264.68,211.99,162.35,220.29,195.44
06/07/2022,351.39,309.30,293.84,,280.18,299.44,322.79,389.83,413.89,406.93,355.89,287.90,265.29,230.68,204.77,172.44,163.21,180.04,239.08,313.06,376.09,387.46,381.59,379.91,279.85,163.21,413.89,308.68,356.49,329.00,192.78,277.07,357.20,303.54,266.28,309.49,332.58,260.89,340.79,391.64,247.16,188.69,352.99,220.72
05/07/2022,359.96,319.24,309.33,,301.08,299.91,324.82,380.47,412.59,409.61,338.68,283.72,286.60,243.95,227.94,210.95,213.06,237.80,301.14,336.25,363.98,370.00,370.40,378.29,361.16,210.95,412.59,322.40,354.45,329.65,223.98,309.79,369.96,318.37,287.81,319.06,338.43,276.81,348.94,385.34,260.55,240.74,363.35,244.37
04/07/2022,319.65,277.83,265.16,,254.35,258.03,302.44,361.88,376.00,385.17,366.00,291.70,221.30,181.80,184.36,172.35,171.19,182.64,211.10,329.99,379.62,398.72,385.52,396.92,379.64,171.19,398.72,279.25,324.59,316.04,177.43,275.84,390.20,293.89,256.44,279.58,301.92,246.73,331.35,372.26,219.79,184.32,378.40,203.78
03/07/2022,270.08,237.95,199.08,,195.60,185.60,182.71,176.71,192.31,185.07,170.26,128.20,107.43,93.10,68.55,65.82,74.46,123.80,175.99,272.77,327.00,340.10,348.43,348.45,333.06,65.82,348.45,225.68,184.33,147.74,75.48,224.89,342.51,200.11,149.37,211.84,205.01,111.61,250.84,181.09,99.32,110.02,328.30,89.59
02/07/2022,285.72,255.00,237.20,,230.71,222.31,214.20,233.84,244.56,208.60,154.08,125.00,113.85,89.37,76.33,89.34,89.17,131.11,240.30,285.03,350.00,362.85,359.96,353.44,302.17,76.33,362.85,252.16,228.73,150.38,86.05,251.61,344.61,218.92,162.68,240.86,240.44,118.22,275.16,210.27,101.14,137.48,335.58,97.18
01/07/2022,268.71,265.86,268.01,,266.12,265.38,282.13,355.19,378.85,385.19,378.00,360.06,354.77,325.63,300.72,266.68,261.06,220.69,259.95,289.07,329.39,359.56,356.91,385.00,362.30,220.69,385.19,267.18,320.39,369.51,288.52,274.78,365.94,314.38,310.93,269.37,293.78,329.01,317.84,374.31,335.30,252.10,347.04,311.49
30/06/2022,285.04,272.58,274.72,,278.00,267.63,277.86,339.77,369.89,379.63,341.75,299.02,274.02,276.32,268.97,278.07,285.79,324.09,372.44,409.41,479.00,450.00,394.21,355.17,258.08,258.08,479.00,277.59,313.79,323.61,277.29,396.24,364.37,325.48,332.38,275.97,295.69,300.45,318.58,357.76,279.58,315.10,390.98,280.37
29/06/2022,275.06,261.27,246.47,,238.00,243.27,254.02,315.46,350.85,386.95,365.41,329.64,320.93,303.91,291.40,294.55,300.85,308.91,341.07,368.86,390.90,390.00,366.90,352.77,275.58,238.00,390.90,255.20,290.90,350.73,297.68,352.44,346.31,315.54,333.62,253.02,273.05,324.21,297.47,354.67,311.47,311.35,357.50,306.88
28/06/2022,266.05,272.47,254.91,,256.31,267.66,282.41,359.10,381.88,400.93,372.62,313.99,270.09,250.41,259.70,252.43,299.00,324.02,368.83,434.99,470.90,453.14,410.92,396.38,337.23,250.41,470.90,262.44,322.76,339.41,265.39,399.69,399.42,331.52,334.83,266.64,292.60,302.40,328.21,378.63,273.55,311.07,417.26,274.27
27/06/2022,295.62,263.70,258.07,,256.14,254.55,268.87,330.91,357.94,371.07,348.38,332.54,293.50,268.00,250.91,251.87,259.91,288.57,340.91,378.59,443.50,390.37,375.64,372.17,347.81,250.91,443.50,268.38,303.07,336.37,257.67,362.89,371.50,316.65,318.98,266.16,285.73,297.02,314.32,352.08,286.24,285.32,384.68,276.12
26/06/2022,288.91,261.33,217.90,,206.62,196.78,180.25,174.44,167.67,155.09,112.14,101.36,95.00,83.02,79.82,79.82,112.45,176.23,218.31,289.02,324.79,333.38,334.19,335.71,315.87,79.82,335.71,243.69,179.79,115.90,88.78,252.09,329.79,201.67,152.25,225.30,211.74,102.34,251.09,152.34,89.80,146.70,322.16,91.91
25/06/2022,260.65,236.90,214.91,,217.08,203.74,209.06,226.73,261.09,269.03,228.26,185.73,184.96,197.65,180.43,164.06,184.94,220.66,269.07,271.57,314.10,327.17,322.68,324.02,294.94,164.06,327.17,232.39,225.16,217.00,181.77,268.85,317.20,240.39,222.54,223.72,228.77,199.38,258.25,246.28,187.19,209.68,309.08,182.96
24/06/2022,224.84,211.69,204.21,,218.93,223.23,231.60,302.85,335.17,345.74,329.98,304.03,263.80,244.01,240.72,214.81,243.18,245.47,296.41,322.00,329.94,335.20,330.92,320.00,264.47,204.21,345.74,214.92,273.21,310.89,235.68,298.46,312.65,274.30,281.67,219.08,244.07,273.28,266.93,328.44,263.14,249.97,317.09,251.76
23/06/2022,288.59,257.91,250.11,,245.82,255.08,279.68,336.10,363.35,350.39,316.23,277.83,246.34,240.70,227.92,228.00,248.70,263.06,333.96,367.43,429.06,413.99,358.95,292.36,210.37,210.37,429.06,,,,,,318.92,295.08,294.14,,284.58,,296.03,,,,,
22/06/2022,272.45,268.49,268.90,,248.50,255.02,284.29,348.49,429.95,387.88,339.79,301.49,292.44,268.90,249.70,244.46,258.12,284.10,331.47,398.36,491.04,462.91,399.30,374.55,299.58,244.46,491.04,264.59,329.44,330.40,255.30,376.24,384.09,323.34,320.65,266.28,297.01,292.85,326.04,376.53,278.13,279.54,404.29,269.19
21/06/2022,264.91,242.42,232.91,,219.95,217.17,228.91,297.61,338.90,332.02,279.45,237.03,225.21,219.86,212.61,210.81,230.74,239.93,304.48,373.93,450.25,458.04,410.35,373.25,325.51,210.81,458.04,240.05,270.65,268.43,218.51,342.15,391.79,288.59,276.36,234.38,255.35,243.47,300.83,312.00,223.68,246.49,398.56,222.71
20/06/2022,240.22,220.39,218.90,,220.10,213.20,263.27,301.67,370.14,500.00,348.28,310.28,305.97,263.54,213.87,193.09,183.58,180.44,198.20,209.23,291.19,316.32,316.32,288.71,250.01,180.44,500.00,224.90,287.07,366.13,213.52,219.77,292.84,267.37,266.47,229.35,255.99,289.83,268.27,380.02,273.42,188.83,278.63,245.06
19/06/2022,207.07,190.00,165.52,,139.80,120.60,110.96,112.55,98.57,90.53,94.28,94.15,95.20,82.55,75.00,60.09,80.72,93.38,157.35,219.62,258.70,282.69,294.29,306.93,281.10,60.09,306.93,175.60,110.67,93.54,74.59,182.26,291.25,154.65,116.80,155.66,143.13,84.07,192.51,98.98,86.73,97.89,273.89,81.29
18/06/2022,255.05,207.86,184.37,,180.64,172.22,178.99,189.93,190.15,188.16,185.06,157.44,142.26,106.52,77.28,76.66,78.29,149.40,189.94,264.61,328.01,330.47,319.21,285.08,251.88,76.66,330.47,206.98,182.82,168.23,84.69,232.99,296.66,195.40,161.97,196.52,194.90,126.46,228.82,188.33,120.88,123.57,296.54,106.41
17/06/2022,296.21,250.70,225.09,,211.40,206.86,239.91,292.34,323.31,325.70,299.07,250.43,194.90,186.55,180.67,174.12,180.47,188.34,254.46,303.99,327.56,355.39,319.06,284.03,259.79,174.12,355.39,245.85,265.61,267.53,180.45,268.59,304.57,255.43,238.86,238.36,255.73,223.99,272.01,310.11,203.14,199.35,308.30,194.52
16/06/2022,232.64,221.54,213.34,,213.63,206.46,207.09,227.35,254.96,245.00,221.81,185.73,163.48,152.96,116.89,100.00,98.56,116.63,165.21,222.70,258.56,265.18,270.47,262.25,224.90,98.56,270.47,220.29,223.97,204.01,117.10,190.78,255.70,201.97,170.63,215.78,222.13,160.55,233.32,237.28,154.77,120.10,250.68,136.27
15/06/2022,197.96,183.50,177.67,,173.02,173.18,182.23,219.61,246.95,252.78,213.58,195.78,175.37,170.76,172.20,168.61,170.24,183.06,220.76,259.10,305.77,307.48,263.97,247.69,222.64,168.61,307.48,183.04,205.49,209.38,170.45,242.17,260.45,211.83,207.33,181.26,194.27,189.92,216.33,233.23,178.53,185.67,267.78,175.49
14/06/2022,174.44,162.72,161.69,,157.58,162.90,171.00,215.22,227.88,211.95,181.57,164.04,164.09,162.84,157.51,151.74,163.95,173.97,202.74,230.97,288.90,295.68,248.15,234.90,213.11,151.74,295.68,164.11,194.25,180.41,159.01,224.15,247.96,194.98,187.86,165.06,179.18,169.71,202.11,209.16,162.12,173.10,251.95,160.70
13/06/2022,173.97,162.67,155.11,,149.92,146.92,158.47,200.03,211.19,212.12,179.22,165.70,147.17,139.60,106.06,87.59,85.23,106.26,142.92,160.35,207.46,224.90,225.97,223.47,201.24,85.23,225.97,160.42,179.15,176.05,104.62,154.25,218.90,165.56,144.97,157.84,169.79,140.34,186.16,200.64,139.63,105.50,207.23,121.89
12/06/2022,195.00,164.45,154.18,,145.76,145.28,131.89,120.32,117.01,103.03,80.83,74.37,48.89,19.91,4.82,0.08,9.95,44.79,85.33,159.95,185.31,205.98,210.98,210.00,188.83,0.08,210.98,164.85,128.63,76.78,8.69,118.85,203.95,116.96,68.11,156.09,146.74,42.74,165.81,105.30,37.00,35.04,193.51,26.34
11/06/2022,202.71,186.01,173.39,,165.68,158.56,155.46,157.84,151.42,149.00,111.05,80.29,72.28,62.62,48.15,4.23,37.53,61.49,76.05,155.36,196.39,209.33,211.06,207.92,199.00,4.23,211.06,181.95,155.82,103.16,38.13,122.32,206.83,134.70,87.87,173.64,168.88,70.64,181.53,142.33,65.84,44.83,196.51,50.85
10/06/2022,196.58,170.00,164.24,,163.81,163.84,179.14,207.91,213.76,212.84,194.94,175.16,164.17,157.77,159.07,151.61,155.83,162.80,185.78,202.44,218.51,220.46,216.90,215.48,205.07,151.61,220.46,173.66,191.16,186.78,156.07,192.38,214.48,185.75,178.41,172.94,182.41,171.42,193.10,207.36,164.04,164.01,213.14,160.60
09/06/2022,189.01,170.63,165.00,,164.81,164.85,174.54,205.75,215.06,221.92,214.21,205.13,189.43,183.18,169.63,161.16,154.04,153.31,166.76,177.73,191.97,202.28,210.24,209.09,192.07,153.31,221.92,172.36,190.05,207.67,167.00,172.44,203.42,185.49,182.37,171.47,181.21,187.34,188.61,214.24,186.84,158.82,197.23,177.10
08/06/2022,185.05,168.95,165.10,,162.96,164.92,175.00,197.42,213.93,215.01,205.29,191.00,183.58,180.58,174.43,176.43,178.99,181.73,199.66,209.69,227.20,212.36,211.98,211.00,176.09,162.96,227.20,170.52,187.82,198.72,177.61,204.57,202.86,190.35,193.63,170.33,179.17,188.16,187.06,207.91,182.40,184.20,208.05,180.84
